index,title,ingredients,directions
638,easiest-mac-n-cheese-ever,"['4 ounces elbow macaroni', '4 ounces cubed processed cheese food', '2 fluid ounces milk', '1/4 teaspoon ground black pepper']","Bring a large pot of lightly salted water to a boil. Add pasta and cook until al dente, 8 to 10 minutes; drain. Place a saucepan over medium-low heat. Combine the cheese food, milk, and pepper in the saucepan; cook until the cheese has melted, stirring frequently. Stir in the drained macaroni until evenly coated. "
639,easy-mac-n-cheese,"['1 cup macaroni', '1/2 cup process cheese sauce', '2 frankfurters, sliced', '1 teaspoon grated Parmesan cheese', '1 pinch dried oregano', '4 buttery round crackers, crushed']","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Heat cheese sauce in microwave, 1 minute. In 8 x 8 inch baking dish, combine cooked pasta, cheese sauce, sliced frankfurters, Parmesan and oregano. Top with crumbled crackers and bake 10 minutes. "
640,best-ever-mac-and-cheese,"['1 (16 ounce) package elbow macaroni', '1 (16 ounce) package cottage cheese', '1 cup sour cream', '1/2 cup butter', '1 (8 ounce) package shredded Cheddar cheese', '1 (10 ounce) can whole peeled tomatoes with juice', 'salt and ground black pepper to taste']","Preheat oven to 350 degrees F (175 degrees C). Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the macaroni, and return to a boil. Cook the pasta uncovered, stirring occasionally, until macaroni is cooked through but still slightly firm, about 8 minutes. Drain well. Combine the cottage cheese, sour cream, butter, and cooked macaroni in a large baking dish. Stir in the Cheddar cheese. Arrange the tomatoes on top, then pour the tomato liquid over the casserole. Season with salt and black pepper. Bake in the preheated oven for 20 minutes, then mix the macaroni and cheese thoroughly. Continue to bake until lightly browned and bubbly, about 15 minutes more. "
641,bellas-mac-and-cheese,"['1 (16 ounce) package macaroni', '1 cup American cheese', '1 (8 ounce) package extra sharp Cheddar cheese', '1/2 cup butter']","Cook elbow macaroni according to package directions. Drain. Meanwhile, cut up butter, American cheese, and sharp cheese into 1 inch squares for easy melting. Separate butter and cheeses into two equal size portions. Begin with one of the butter and cheese portions, microwave on 50% power for 7 minutes. Remove from microwave and stir well. Add second portion of butter and cheese to melted mixture. Microwave an additional 7 minutes on 50% power. Remove and stir well. Pour cheese mixture over cooked macaroni and stir until noodles are coated with butter and cheese mixture. Allow to stand for 10 minutes before serving. "
642,old-school-mac-n-cheese,"['1 3/4 pounds whole-wheat macaroni', '3/4 cup butter', '3/4 cup all-purpose flour', '6 cups milk, divided', '1 tablespoon Worcestershire sauce', '1 teaspoon mustard powder', '1 teaspoon onion powder', '1 teaspoon cayenne pepper', 'salt and ground black pepper to taste', '1 (8 ounce) package shredded Cheddar cheese, divided', '3 (8 ounce) packages shredded American cheese', ""1 (8 ounce) bag potato chips (such as Lay's\xc2\xae), crushed"", '1 cup shredded Cheddar cheese', '1/3 cup grated Parmesan cheese', 'butter-flavored cooking spray']","Preheat oven to 375 degrees F (190 degrees C). Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally until cooked through but firm to the bite, 8 minutes; drain. Melt butter in a large pot over medium-low heat. Slowly add flour to butter, whisking constantly; cook until brown and the mixture no longer smells of flour, about 5 minutes. Pour 1 cup milk into the flour mixture, whisking continually until fully incorporated, about 45 seconds; repeat twice. Add remaining 3 cups milk to the mixture, whisking to incorporate. Stir Worcestershire sauce, mustard powder, onion powder, and cayenne pepper into the mixture; season with salt and black pepper. Reduce heat to low. Cook sauce, whisking frequently, until it begins to thicken, about 10 minutes. Add about half the package of shredded Cheddar cheese; stir continually until the cheese melts completely. Repeat with remaining half package of Cheddar cheese and the American cheese, about 4 ounces at a time. Once cheese is entirely incorporated, remove sauce from heat. Stir drained macaroni into the cheese sauce to coat. Divide macaroni between two 9x13-inch baking dishes. Mix crushed potato chips, 1 cup shredded Cheddar cheese, and Parmesan cheese in a bowl. Top the macaroni with the potato chip mixture evenly. Spray the potato chip mixture with cooking spray. Bake in preheated oven until the crust is golden brown and the sauce is bubbling, 35 to 45 minutes. "
643,monday-night-mac-and-cheese,"['3 cups water', '1 cup 10% or 18% cream', '12 ounces elbow macaroni', 'Salt', '2 tablespoons all-purpose flour', '1 teaspoon dry or Dijon mustard', '1/4 teaspoon pepper', '1 1/2 cups milk', '2 cups shredded Canadian old or extra-old Cheddar cheese']","In a large pot, heat water and cream over medium heat until steaming. Stir in macaroni and 1/4 tsp (1 mL) salt. Cover, reduce heat to medium-low and simmer for about 8 min, stirring often, or until macaroni is almost tender. Whisk flour, mustard and pepper into milk; stir into pot. Increase heat to medium; cook, stirring, for 3 to 5 min or until sauce is thickened. Remove from heat; stir in cheese until melted. Season to taste with salt. "
644,avocado-mac-and-cheese,"['1 pound elbow macaroni', '1 1/2 cups skim milk', '3 small garlic cloves', '1/4 teaspoon ground nutmeg', '1/4 teaspoon chili powder', '1 cup flat-leaf parsley leaves', '2 fully ripened Avocados from Mexico, halved, pitted, peeled and diced,', 'divided', '5 ounces reduced-fat sharp Cheddar cheese cut in 1/2-inch cubes', '1 tablespoon lime juice', '1/2 cup chopped chives']","In large sauce pot, cook pasta in salted water according to package directions. Meanwhile, in a small saucepan, combine milk, garlic, nutmeg and chili powder. Bring to a boil; reduce heat; simmer for 5 minutes. When pasta is almost cooked, place in blender the parsley leaves, 1 1/2 cups of the diced avocado, the cheese, lime juice and hot milk with garlic cloves; whirl until smooth. Drain pasta and return to sauce pot. Pour cheese sauce over pasta; toss to combine. Add chives and remaining 1/2 cup diced avocado; toss gently. Serve hot or at room temperature. Best when served the day of preparation. "
645,cheddar-bacon-mac-and-cheese,"['1 3/4 cups elbow macaroni, uncooked', '3 tablespoons butter or margarine', '2 tablespoons flour', '2 cups milk', '2 cups KRAFT Shredded Sharp Cheddar Cheese, divided', '3 slices OSCAR MAYER Center Cut Bacon, cooked, crumbled']","Heat oven to 350 degrees F. Cook macaroni as directed on package. Meanwhile, melt butter in large saucepan on low heat. Stir in flour; cook 2 min. or until bubbly. Gradually stir in milk; cook on medium heat until mixture comes to boil, stirring constantly. Simmer on low heat 3 to 5 min. or until thickened. Add 1 1/2 cups cheese; cook and stir 5 min. or until melted. Drain macaroni. Add to sauce with bacon; mix lightly. Spoon into 1 1/2 quart casserole; top with remaining cheese. Bake 20 min. or until heated through. "
646,game-day-mac-and-mex,"['1 (16 ounce) package elbow macaroni', '1/2 cup butter, divided', '1/2 cup all-purpose flour', '1 quart milk, warmed', '1 tablespoon salt', '1 teaspoon ground white pepper', '1 teaspoon ground nutmeg', '6 cups shredded Mexican-style 4-cheese blend (such as Sargento\xc2\xae)', '1 (15 ounce) can black beans, rinsed and drained', '2 avocados, chopped', '2 (4 ounce) cans chopped green chiles', '1 cup chopped green onions', '2 tablespoons chopped fresh cilantro', '2 cups salsa']","Preheat oven to 375 degrees F (190 degrees C). Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until cooked through but firm to the bite, 6 to 7 minutes. Drain and transfer to a large mixing bowl; stir in 2 tablespoons butter until coated. Melt remaining 6 tablespoons butter in a large skillet over medium heat; whisk flour into melted butter. Cook, stirring constantly, until mixture is lightly golden and smooth. Slowly whisk warm milk into flour mixture until smooth. Whisk salt, white pepper, and nutmeg into white sauce, bring to a simmer, and whisk until smooth and thickened, about 3 minutes. Remove sauce from heat and gradually stir Mexican-style cheese into sauce until melted and thick. Pour cheese sauce over macaroni and gently fold black beans, avocados, green chiles, green onions, and cilantro into the macaroni mixture. Transfer to a 9x13-inch glass baking dish. Spoon salsa over the casserole in decorative swirls or lines. Bake in the preheated oven until the top has begun to brown and the casserole is bubbling, 30 to 45 minutes. Let the casserole rest about 10 minutes before serving. "
647,south-of-the-border-mac-and-cheese,"['2 1/2 cups rotini pasta', '1 (12 fluid ounce) can evaporated milk', '8 ounces American cheese, cut into cubes', '4 ounces shredded sharp Cheddar cheese', '1 (4 ounce) can diced green chile peppers, drained', '2 teaspoons chili powder', '2 tomatoes, seeded and chopped', '5 green onions, sliced']","Bring a large pot of lightly salted water to a boil. Cook the rotini at a boil until tender yet firm to the bite, about 8 minutes; drain. Combine the rotini pasta, evaporated milk, American cheese, Cheddar cheese, canned green chiles, and chili powder in a slow cooker. Cook on High, stirring twice, for 2 hours. Stir tomatoes and green onions through the pasta mixture. Continue cooking until the tomatoes are hot, 5 to 10 minutes. "
648,dorm-room-chili-mac,"['1 (7.25 ounce) package macaroni and cheese mix', '1 (14 ounce) can hot dog chili', '1/4 cup shredded Cheddar cheese, or cheese of choice']","Cook macaroni and cheese in a saucepan on the stovetop according to package directions. Once macaroni and cheese is done, stir in chili, and cook over medium heat until hot, about 2 minutes. Sprinkle with shredded cheese to serve. "
649,unhealthy-quinoa-mac-and-cheese,"['5 slices bread, crusts removed and cubed', '1 tablespoon olive oil', '1 small onion, diced', '3 cloves garlic, diced', '2 cups quinoa', '2 cups chicken stock', '2 cups water', '1/4 cup butter', '1/4 cup flour', '2 cups skim milk', 'salt and ground black pepper to taste', '8 ounces sharp Cheddar cheese, shredded', '4 ounces mozzarella cheese, shredded', '1 tablespoon butter', '1 large tomato, cored and sliced']","Preheat oven to 375 degrees F (190 degrees C). Process cubed bread in a food processor to make bread crumbs. Set aside. Heat olive oil in a deep ovenproof skillet or Dutch oven. Add onion; cook and stir until softened, about 5 minutes. Add garlic; cook and stir until fragrant, about 1 minute. Add quinoa, chicken stock, and water to the skillet. Bring to a simmer; cover and cook until quinoa is tender, about 10 minutes. Heat 1/4 cup butter in a saucepan over medium-low heat. Add flour; cook and stir to form a paste, about 2 minutes. Slowly whisk in skim milk. Season with salt and ground black pepper; simmer on low until thickened, about 5 minutes. Remove saucepan from heat; stir in Cheddar and mozzarella cheeses, a little at a time, until combined. Stir cheese sauce into quinoa mixture in the skillet. Melt 1 tablespoon butter in a separate skillet over medium heat. Add bread crumbs; cook and stir until crumbs are toasted, about 2 minutes. Place tomato slices on top of quinoa; top with bread crumbs. Quinoa mixture will be soupy but will firm up during baking. Bake in the oven until golden brown, about 25 minutes. Allow to rest for 5 minutes before serving. "
650,sloppy-joe-mac-and-cheese,"['1 (16 ounce) package elbow macaroni', '1 1/2 pounds ground beef', '1 (14.5 ounce) can canned diced tomatoes', '1 (6 ounce) can tomato paste', '1 (1.3 ounce) envelope sloppy joe seasoning', '1/4 cup butter', '1 small onion, minced', '1/4 cup all-purpose flour', '1 teaspoon ground dry mustard', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '3 cups half-and-half', '1 tablespoon Worcestershire sauce', '4 cups shredded sharp Cheddar cheese']","Bring a large pot of lightly salted water to a boil. Place macaroni in the pot, and cook for 8 to 10 minutes or until al dente; drain. Preheat oven to 375 degrees F (190 degrees C). Lightly grease a large casserole dish. Place the ground beef in a skillet over medium heat, and cook until evenly brown. Drain grease. Mix in diced tomatoes, tomato paste, and sloppy joe seasoning. Reduce heat to low, and simmer 10 minutes. Melt the butter in a large pot over medium-high heat. Stir in the onion, and cook until tender. Mix in flour, mustard, salt, and pepper. In a bowl, mix the half and half and Worcestershire sauce. Gradually whisk half and half mixture into the pot. Bring to a boil, and cook 1 minute, until slightly thickened. Remove from heat. Mix in 3 cups of cheese. Stir cooked pasta into the pot, evenly coating with the sauce. Transfer to the casserole dish. Layer with the beef mixture and top with remaining cheese. Cover, and bake 30 minutes in the preheated oven. Remove cover, and continue baking 10 minutes, until bubbly. "
